x,y,z,class
"[-9.4928372, -9.6889702, -7.7668668, -9.7674234, -9.3359308, -10.1596894, -9.1397978, -9.3359308, -10.198916, -9.3751574, -8.7867584, -9.4536106, -9.6497436, -9.3359308, -9.2574776, -9.3751574, -9.5320638, -8.5906254, -9.3751574, -9.4928372]","[-0.6668522, 0.9022118, 0.2745862, 0.4314926, 1.1375714, 0.5491724, 0.1176798, 0.3530394, 0.392266, 0.0392266, 0.196133, 0.1569064, 0.196133, 0.1176798, -0.0392266, 0.1176798, 0.0392266, 0.0, 0.0, 0.392266]","[2.3928226, 1.9221034, 2.2359162, 2.3928226, 2.1182364, 2.157463, 2.1966896, 2.4320492, 2.0397832, 2.353596, 2.0005566, 2.1966896, 1.96133, 2.157463, 2.6281822, 2.3928226, 1.8044236, 2.4712758, 2.4712758, 2.0790098]",6
"[-9.218251, -9.8851032, -9.4928372, -9.4928372, -8.9044382, -9.7674234, -9.8851032, -9.6889702, -9.4928372, -9.022118, -9.4536106, -9.9243298, -9.9635564, -9.610517, -9.4928372, -9.8458766, -8.9828914, -9.1397978, -8.5513988, -9.414384]","[0.2745862, 0.392266, 0.1176798, 0.3530394, 0.1176798, 0.588399, 0.1569064, 0.3138128, 0.980665, -0.0392266, 0.1176798, 0.5099458, 0.4314926, -0.1569064, 0.2353596, 1.1375714, 0.1569064, 0.1176798, 0.2353596, 0.392266]","[2.1966896, 1.8436502, 2.6281822, 2.4320492, 1.8828768, 2.1182364, 2.2359162, 2.0005566, 2.0005566, 2.6281822, 2.3143694, 2.2751428, 2.3143694, 2.0790098, 2.1966896, 2.0790098, 2.5105024, 2.353596, 2.353596, 2.3928226]",6
"[-9.9635564, -9.2967042, -9.5320638, -10.4342756, -9.9635564, -9.7281968, -9.0613446, -9.5712904, -9.2574776, -10.2381426, -9.1790244, -9.2967042, -9.414384, -10.0420096, -8.4729456, -9.1790244, -9.1790244, -9.414384, -9.6889702, -10.3165958]","[0.2353596, 0.0784532, -0.7453054, -0.0784532, 0.4707192, 0.1569064, -0.1569064, 0.0392266, 0.392266, 0.0, 0.2745862, 0.1569064, 0.8237586, 0.0, -0.1176798, 0.6668522, -0.3530394, 0.7060788, 0.1176798, 0.9022118]","[1.8828768, 2.4712758, 2.1966896, 2.3143694, 2.0005566, 2.1966896, 2.2751428, 2.3143694, 1.96133, 2.5105024, 2.0005566, 2.0005566, 2.4320492, 2.9812216, 2.157463, 2.0397832, 2.5889556, 2.0005566, 2.6281822, 2.0005566]",6
"[-9.2967042, -9.80665, -9.1790244, -10.4735022, -9.5320638, -8.9436648, -9.80665, -10.002783, -9.610517, -9.7281968, -9.414384, -9.3751574, -9.8458766, -9.80665, -10.002783, -9.7281968, -9.1397978, -9.5320638, -9.0613446, -9.5712904]","[0.196133, -0.5491724, 0.0784532, 0.4707192, 0.5491724, -0.196133, 0.2353596, 1.0198916, 0.4707192, 0.1569064, 0.6668522, 0.5491724, 0.3138128, 0.0, 0.2745862, 0.4314926, 0.7060788, 0.3138128, 0.4314926, 0.2353596]","[2.2359162, 2.549729, 2.745862, 1.8828768, 1.96133, 2.8635418, 2.1182364, 1.5298374, 2.157463, 2.9027684, 2.157463, 1.6082906, 2.4320492, 2.9812216, 1.8436502, 1.6867438, 2.2359162, 2.6674088, 2.0005566, 2.353596]",6
"[-9.2967042, -9.218251, -9.5712904, -9.022118, -9.5712904, -9.9243298, -9.2967042, -9.9635564, -8.8652116, -9.6497436, -9.4536106, -9.7674234, -8.9436648, -9.8458766, -9.7674234, -8.7867584, -9.7281968, -8.9828914, -9.9635564, -9.5320638]","[0.6668522, 0.2745862, -0.5099458, -0.0784532, 0.4314926, 0.0392266, 0.196133, 0.4707192, -0.2353596, -0.0784532, 0.588399, 0.5491724, 0.2745862, 0.196133, 0.8237586, 0.3530394, 0.4314926, -0.392266, -0.0392266, 0.4314926]","[2.3928226, 2.2751428, 2.3143694, 2.2359162, 2.4320492, 2.4320492, 2.2751428, 2.3143694, 2.4320492, 2.3928226, 2.157463, 2.0005566, 2.3143694, 2.3143694, 2.2751428, 2.1182364, 2.157463, 2.5105024, 2.2751428, 1.8828768]",6
"[-9.80665, -10.002783, -9.6889702, -8.9436648, -9.7281968, -10.2773692, -8.9828914, -9.2967042, -10.198916, -9.414384, -9.4928372, -9.7674234, -9.4928372, -9.610517, -9.80665, -10.002783, -9.3751574, -9.610517, -8.7867584, -10.002783]","[0.3138128, 0.392266, 0.0, 0.2745862, 0.6668522, 0.3138128, 1.0983448, -0.0392266, -0.5099458, 0.6276256, 0.1569064, -0.2745862, 0.1176798, 0.2353596, -0.5099458, 0.0392266, 0.1176798, 0.0, -0.1176798, 0.1176798]","[2.3143694, 1.8044236, 2.3928226, 1.8828768, 1.569064, 2.157463, 2.0005566, 2.4712758, 2.4712758, 1.8828768, 2.353596, 2.5889556, 1.6475172, 2.3928226, 2.3928226, 3.0204482, 2.1182364, 2.1182364, 2.745862, 2.549729]",6
"[-9.3359308, -10.7480884, -9.022118, -8.3944924, -9.4928372, -9.6497436, -8.6690786, -9.218251, -10.395049, -11.0226746, -9.610517, -8.3552658, -9.2967042, -9.8851032, -10.1204628, -8.1199062, -9.2574776, -9.1790244, -9.6889702, -9.0613446]","[0.1176798, 0.0784532, -0.4314926, 0.7453054, 0.4707192, 0.196133, -0.4707192, -0.8629852, 0.392266, 0.1176798, 0.4707192, 0.4707192, 0.784532, 0.196133, 0.0, 0.4707192, 0.3138128, -0.1176798, 0.0784532, 0.196133]","[2.4320492, 1.7259704, 2.745862, 2.3928226, 2.0005566, 2.2359162, 2.745862, 2.4712758, 2.1182364, 2.1182364, 2.8635418, 2.7066354, 1.7259704, 2.3143694, 2.7066354, 2.549729, 1.765197, 2.0790098, 3.0204482, 2.0397832]",6
"[-9.5712904, -9.414384, -9.4928372, -9.9635564, -9.610517, -9.414384, -9.610517, -9.5320638, -9.1790244, -9.7674234, -9.5320638, -9.3751574, -9.5712904, -9.8458766, -9.8851032, -9.2574776, -10.2381426, -9.80665, -8.4729456, -9.5320638]","[0.0392266, 0.1569064, 0.196133, 0.0784532, 0.6276256, 0.0784532, 0.2745862, 1.1375714, 0.0784532, -0.0784532, 0.2353596, 0.1569064, 0.392266, -0.0784532, 0.1176798, 0.4314926, -0.196133, 0.3138128, 0.196133, -0.4314926]","[2.353596, 2.745862, 2.0397832, 1.6082906, 2.4320492, 2.3143694, 2.0397832, 2.353596, 2.2359162, 2.157463, 2.1182364, 2.4320492, 1.8436502, 2.1182364, 1.7259704, 2.1182364, 1.96133, 2.4712758, 2.1966896, 2.2751428]",6
"[-8.825985, -9.3359308, -9.6497436, -10.7480884, -8.3160392, -9.5712904, -10.0420096, -9.218251, -10.2381426, -9.5712904, -9.2967042, -9.1397978, -9.8458766, -8.8652116, -10.2381426, -9.1005712, -9.9635564, -9.218251, -9.7674234, -8.9044382]","[0.0392266, 0.4314926, 0.784532, 0.1569064, 0.1176798, 1.2160246, 0.9414384, 0.8237586, 0.0, -0.7060788, 0.588399, 0.3530394, 0.0, 0.1569064, 0.7060788, 0.588399, 0.3138128, -0.1176798, -0.196133, 0.4314926]","[2.1182364, 2.0397832, 1.6082906, 2.3143694, 2.2359162, 1.96133, 2.1966896, 1.96133, 2.6281822, 2.353596, 1.8828768, 2.0397832, 2.4320492, 1.8044236, 2.0397832, 2.5889556, 2.4712758, 2.3928226, 2.1966896, 2.7850886]",6
"[-9.6497436, -9.8851032, -12.0817928, -10.002783, -8.3552658, -9.2574776, -8.7475318, -8.237586, -8.9828914, -8.9828914, -9.022118, -10.1204628, -9.2967042, -9.3359308, -9.610517, -9.6889702, -9.2967042, -9.610517, -9.4536106, -9.7674234]","[0.1176798, 0.7060788, -0.196133, -0.6276256, 0.2353596, 0.6276256, 0.5099458, -0.196133, -0.2745862, 0.7060788, 0.5491724, 0.1569064, -0.0392266, 0.2745862, 0.6276256, 0.2353596, 0.5099458, 0.2745862, 0.2353596, 0.1569064]","[2.6674088, 1.765197, 1.569064, 2.745862, 2.2359162, 2.0790098, 2.0790098, 2.6281822, 2.6281822, 2.0790098, 2.157463, 2.3928226, 2.0397832, 2.157463, 2.3143694, 2.549729, 2.1966896, 1.569064, 2.3143694, 3.1773546]",6
"[-9.1005712, -9.80665, -9.9635564, -9.0613446, -10.2773692, -9.2967042, -9.6889702, -9.8458766, -9.1790244, -9.7674234, -9.1005712, -9.5320638, -9.3751574, -9.6889702, -8.629852, -9.218251, -9.7674234, -9.9243298, -9.3751574, -8.9436648]","[-0.1569064, 0.0784532, 0.4314926, 0.2353596, -0.2745862, -0.0392266, 0.0392266, 0.0392266, 0.980665, 0.1569064, 0.0784532, -0.3530394, 0.4707192, 0.3138128, 0.0392266, -0.1569064, 0.3530394, 0.196133, 0.1569064, -0.5491724]","[2.0790098, 1.8436502, 1.6867438, 2.7850886, 2.3928226, 2.2751428, 2.4320492, 2.2359162, 2.1966896, 2.157463, 2.4320492, 2.157463, 2.2359162, 2.353596, 2.1182364, 2.4320492, 2.3928226, 2.5105024, 2.0005566, 2.549729]",6
"[-10.002783, -9.6889702, -10.1204628, -10.198916, -9.3751574, -9.2967042, -9.7281968, -8.7083052, -8.1199062, -10.4342756, -9.5712904, -9.7281968, -9.2574776, -9.1397978, -9.4536106, -9.3751574, -9.4928372, -9.218251, -9.6497436, -10.002783]","[-0.1569064, 0.4707192, 0.5099458, 0.4707192, 0.0392266, -0.0784532, 0.6276256, -0.1569064, -0.1176798, -0.3530394, 0.392266, 0.196133, 0.6668522, -0.1569064, 0.0784532, 0.5491724, 0.3530394, -0.0392266, -0.4314926, 0.392266]","[2.4712758, 1.96133, 2.3928226, 1.6082906, 2.3928226, 1.8436502, 2.8243152, 2.0005566, 2.2359162, 2.549729, 1.8828768, 2.4320492, 2.2359162, 1.8436502, 2.5889556, 1.96133, 2.0005566, 2.6674088, 2.0790098, 2.0790098]",6
