x,y,z,class
"[-10.002783, -9.5320638, -9.218251, -9.610517, -9.6889702, -9.7281968, -9.4928372, -9.3359308, -9.218251, -9.610517, -9.5320638, -9.610517, -9.4928372, -9.3751574, -9.414384, -9.5320638, -9.6497436, -9.4536106, -9.414384, -9.5712904]","[0.2353596, -0.0392266, 0.1176798, 0.196133, 0.1176798, 0.2745862, 0.1176798, 0.0392266, 0.0, 0.1176798, 0.0784532, 0.196133, 0.1569064, 0.1569064, 0.1176798, 0.2745862, 0.1176798, 0.1176798, 0.0784532, 0.2745862]","[2.353596, 2.2751428, 2.157463, 2.1182364, 2.5105024, 1.96133, 2.2751428, 2.1966896, 2.3928226, 2.353596, 2.3928226, 2.2359162, 2.157463, 2.4320492, 2.157463, 2.1182364, 2.2359162, 2.2751428, 2.1966896, 2.1966896]",4
"[-9.5712904, -9.3751574, -9.5712904, -9.1005712, -9.610517, -9.5320638, -9.414384, -9.218251, -9.414384, -9.5320638, -9.218251, -9.414384, -9.5320638, -9.4928372, -9.4536106, -9.4536106, -9.4536106, -9.4928372, -9.5320638, -9.4536106]","[0.196133, 0.2745862, 0.2745862, 0.0784532, 0.196133, 0.2353596, 0.1176798, 0.0784532, 0.0392266, 0.1569064, 0.196133, 0.196133, 0.196133, 0.1176798, 0.1569064, 0.1176798, 0.196133, 0.2353596, 0.2353596, 0.2353596]","[2.2751428, 2.3143694, 2.1182364, 2.2359162, 1.96133, 2.353596, 2.0790098, 2.2359162, 2.3143694, 2.549729, 2.157463, 2.1966896, 2.2751428, 2.3928226, 2.1966896, 2.1966896, 2.2751428, 2.2359162, 2.1182364, 2.2359162]",4
"[-9.4536106, -9.4536106, -9.414384, -9.3751574, -9.4536106, -9.414384, -9.4536106, -9.4536106, -9.5320638, -9.6497436, -9.4928372, -9.5712904, -9.5712904, -9.6497436, -9.4928372, -9.4536106, -9.3359308, -9.5712904, -9.1005712, -9.2967042]","[0.196133, 0.196133, 0.196133, 0.1569064, 0.196133, 0.2353596, 0.196133, 0.2745862, 0.2745862, 0.3530394, 0.392266, 0.1176798, 0.2353596, 0.3138128, 0.392266, 0.2353596, 0.1569064, 0.1176798, 0.3138128, 0.1569064]","[2.3143694, 2.2359162, 2.157463, 2.3143694, 2.3143694, 2.2359162, 2.157463, 2.1966896, 2.2359162, 2.1966896, 2.157463, 2.1966896, 2.2359162, 2.1966896, 2.157463, 2.2751428, 2.353596, 2.353596, 2.157463, 2.4320492]",4
"[-9.2967042, -9.6497436, -9.6889702, -9.2574776, -9.414384, -9.610517, -9.414384, -9.6497436, -9.6889702, -9.3751574, -9.4536106, -9.610517, -9.3359308, -9.5320638, -9.5320638, -9.5320638, -9.610517, -9.4536106, -9.4536106, -9.610517]","[0.1569064, 0.2745862, 0.0784532, 0.0784532, 0.2353596, 0.196133, 0.3530394, 0.2353596, 0.1569064, 0.0784532, 0.2353596, 0.2353596, 0.3138128, 0.2353596, 0.1569064, 0.1569064, 0.3138128, 0.392266, 0.1569064, 0.1176798]","[2.353596, 2.157463, 2.1966896, 2.1966896, 2.1182364, 2.3143694, 2.157463, 2.157463, 2.2359162, 2.3143694, 2.2359162, 2.2359162, 2.0005566, 2.2359162, 2.1966896, 2.3143694, 2.1966896, 2.0790098, 2.3143694, 2.2751428]",4
"[-9.5712904, -9.3751574, -9.5320638, -9.1397978, -9.3359308, -9.3751574, -9.5712904, -9.218251, -9.3359308, -9.4928372, -9.80665, -8.9436648, -9.3359308, -9.5320638, -9.6497436, -9.4536106, -9.5712904, -9.5320638, -9.5712904, -9.610517]","[0.3138128, 0.2745862, 0.1569064, 0.1569064, 0.2745862, 0.1176798, 0.1569064, 0.1176798, 0.0784532, 0.0, 0.0, 0.0, 0.196133, 0.1569064, 0.2353596, 0.2745862, 0.196133, 0.2745862, 0.2745862, 0.2745862]","[2.157463, 2.2751428, 2.353596, 2.2751428, 2.2751428, 2.353596, 2.353596, 2.157463, 2.1966896, 2.353596, 2.4712758, 2.3143694, 2.2359162, 2.353596, 2.353596, 2.2751428, 2.2751428, 2.2359162, 2.1966896, 2.1966896]",4
"[-9.5320638, -9.5712904, -9.3751574, -9.5320638, -9.4928372, -9.5320638, -9.4536106, -9.4928372, -9.4536106, -9.4928372, -9.2967042, -9.3751574, -9.4928372, -9.5712904, -9.414384, -9.5320638, -9.4928372, -9.5320638, -9.414384, -9.6497436]","[0.1569064, 0.196133, 0.2745862, 0.2353596, 0.1569064, 0.1176798, 0.1569064, 0.1569064, 0.196133, 0.1176798, 0.0784532, 0.1569064, 0.1569064, 0.0392266, 0.1176798, 0.1569064, 0.1176798, 0.1176798, 0.0784532, 0.1176798]","[2.353596, 2.1966896, 2.1966896, 2.1966896, 2.2359162, 2.3143694, 2.2751428, 2.2751428, 2.2359162, 2.2751428, 2.3143694, 2.2751428, 2.2359162, 2.3143694, 2.3143694, 2.2751428, 2.3143694, 2.2751428, 2.3143694, 2.3928226]",4
"[-9.4928372, -9.414384, -9.7674234, -9.4928372, -9.3751574, -9.6497436, -9.4536106, -9.3359308, -9.5320638, -9.2967042, -9.9243298, -9.2967042, -9.414384, -9.5320638, -9.610517, -9.5320638, -9.4928372, -9.4928372, -9.5712904, -9.3751574]","[0.2353596, 0.4314926, 0.3530394, 0.2745862, 0.3530394, 0.2353596, 0.0784532, 0.2353596, 0.4314926, 0.2353596, 0.3530394, 0.3138128, 0.2745862, 0.1569064, 0.2745862, 0.2353596, 0.196133, 0.2745862, 0.2353596, 0.1569064]","[2.1966896, 2.1182364, 2.1966896, 2.3143694, 2.2359162, 2.157463, 2.0397832, 2.3143694, 2.2359162, 2.3143694, 2.2359162, 2.3143694, 2.2359162, 2.3143694, 2.1966896, 2.2359162, 2.1182364, 2.2751428, 2.2359162, 2.157463]",4
"[-9.5320638, -9.3751574, -9.2967042, -9.414384, -9.4928372, -9.4536106, -9.4536106, -9.4536106, -9.218251, -10.0812362, -9.8458766, -9.5712904, -9.4928372, -9.80665, -9.4536106, -9.3751574, -9.4536106, -9.4536106, -9.5320638, -9.4928372]","[0.1176798, 0.2745862, 0.196133, 0.3138128, 0.1176798, 0.1176798, 0.3530394, 0.0784532, 0.3138128, 0.4707192, 0.4707192, 0.5099458, 0.3530394, 0.6276256, 0.4707192, 0.196133, 0.2745862, 0.2353596, 0.1569064, 0.1569064]","[2.2359162, 2.1966896, 2.2359162, 2.0790098, 2.353596, 2.2359162, 2.2359162, 2.3928226, 2.2751428, 2.2359162, 2.1966896, 1.8436502, 2.2359162, 2.157463, 2.0005566, 2.2751428, 2.157463, 2.1966896, 2.3143694, 2.3143694]",4
"[-9.5320638, -9.4536106, -9.4928372, -9.4928372, -9.5712904, -9.414384, -9.3751574, -9.414384, -9.5320638, -9.4536106, -9.414384, -9.5320638, -9.414384, -9.4928372, -9.4928372, -9.4928372, -9.4928372, -9.5712904, -9.4928372, -9.5320638]","[0.1569064, 0.1176798, 0.1569064, 0.1569064, 0.1176798, 0.1569064, 0.1569064, 0.1569064, 0.1569064, 0.1569064, 0.2353596, 0.1569064, 0.0392266, 0.2745862, 0.1176798, 0.2745862, 0.392266, 0.392266, 0.3530394, 0.3138128]","[2.2751428, 2.2751428, 2.2359162, 2.4320492, 2.3143694, 2.2359162, 2.2359162, 2.3143694, 2.353596, 2.2751428, 2.3143694, 2.2751428, 2.353596, 2.3143694, 2.3143694, 2.2359162, 2.2751428, 2.157463, 2.1966896, 2.157463]",4
"[-9.4928372, -9.414384, -9.1790244, -9.218251, -9.9243298, -9.7281968, -9.3751574, -9.3751574, -9.9243298, -9.6497436, -9.5320638, -9.4536106, -9.2967042, -9.5320638, -9.3751574, -9.5712904, -9.4928372, -9.4536106, -9.5712904, -9.3751574]","[0.3138128, 0.3138128, 0.196133, 0.0392266, 0.2353596, 0.0784532, 0.1176798, 0.0392266, 0.1569064, 0.0, 0.196133, 0.196133, 0.0784532, 0.1176798, 0.1176798, 0.196133, 0.1569064, 0.196133, 0.0, 0.2353596]","[2.1966896, 2.353596, 2.2751428, 2.2751428, 2.2751428, 2.2751428, 2.1966896, 2.353596, 2.3928226, 2.2751428, 2.1966896, 2.3928226, 2.3143694, 2.3143694, 2.3928226, 2.157463, 2.1966896, 2.2751428, 2.3928226, 2.157463]",4
"[-9.4928372, -9.4928372, -9.4928372, -9.5712904, -9.610517, -9.414384, -9.414384, -9.610517, -9.218251, -9.5712904, -9.4928372, -9.1397978, -9.3751574, -9.610517, -9.414384, -9.2574776, -9.2574776, -9.9635564, -9.2574776, -9.5712904]","[0.3138128, 0.196133, 0.1569064, 0.4314926, 0.2353596, 0.2353596, 0.1176798, 0.4314926, 0.3138128, 0.196133, 0.0, 0.0784532, 0.196133, 0.1176798, 0.1176798, 0.0784532, 0.0784532, -0.0392266, 0.1569064, 0.196133]","[2.1182364, 2.353596, 2.2359162, 2.0790098, 2.2751428, 2.3143694, 2.3143694, 2.0005566, 2.2359162, 2.2751428, 2.2359162, 2.2359162, 2.353596, 2.5105024, 2.0790098, 2.353596, 2.5105024, 2.549729, 2.353596, 2.1182364]",4
